transcript_id,keyword,start_timestamp(seconds),end_timestamp(seconds),confidence_score(percentage)
0,the,86.66,86.76,100.00
0,making,86.76,87.18,100.00
0,of,87.18,87.33,100.00
0,calendars,87.33,87.99,87.72
0,theorists,88.41,88.95,100.00
0,and,88.95,89.1,100.00
0,astronomy,89.1,89.67,100.00
0,endeavored,89.67,90.18,79.96
0,to,90.18,90.33,100.00
0,create,90.33,90.78,100.00
0,theoretical,90.78,91.35,100.00
0,models,91.35,91.77,100.00
0,and,91.77,91.89,100.00
0,from,91.89,92.1,100.00
0,the,92.1,92.19,100.00
0,results,92.19,92.76,100.00
0,predict,92.76,93.15,100.00
0,observational,93.18,93.99,100.00
0,consequences,93.99,94.89,100.00
0,of,94.89,95.04,100.00
0,those,95.04,95.31,100.00
0,models,95.31,95.91,100.00
0,the,96.27,96.48,100.00
0,observation,96.51,97.32,100.00
0,of,97.35,97.5,100.00
0,a,97.5,97.56,100.00
0,phenomenon,97.56,98.31,100.00
0,predicted,98.31,98.79,100.00
0,by,98.79,99.05,100.00
0,model,99.06,99.42,100.00
0,allows,99.42,99.78,100.00
0,astronomers,99.78,100.59,100.00
0,to,100.59,100.71,100.00
0,see,100.71,100.8,73.10
0,select,100.8,101.13,100.00
0,between,101.13,101.49,100.00
0,several,101.49,101.91,100.00
0,alternate,101.94,102.54,100.00
0,or,102.54,102.72,100.00
0,conflicting,102.72,103.38,100.00
0,models,103.38,103.92,100.00
0,as,103.92,104.16,100.00
0,the,104.16,104.25,100.00
0,one,104.25,104.58,100.00
0,best,104.61,104.94,100.00
0,able,104.94,105.18,100.00
0,to,105.18,105.36,100.00
0,describe,105.36,105.87,100.00
0,the,105.87,105.96,100.00
0,phenomenon,105.96,106.56,61.12
0,what,106.92,107.19,100.00
0,is,107.19,107.37,100.00
0,the,107.37,107.46,100.00
0,origin,107.46,107.97,100.00
0,of,108.0,108.15,100.00
0,the,108.15,108.24,100.00
0,stellar,108.24,108.6,100.00
0,mass,108.6,108.93,100.00
0,spectrum,108.93,109.56,100.00
0,that,109.98,110.25,100.00
0,is,110.25,110.52,100.00
0,why,110.67,110.91,100.00
0,do,110.91,111.18,100.00
0,astronomers,111.18,111.99,100.00
0,observe,111.99,112.5,96.78
0,the,112.5,112.56,100.00
0,same,112.56,112.98,100.00
0,distribution,112.98,113.73,100.00
0,of,113.73,113.85,100.00
0,stellar,113.85,114.24,100.00
0,masses,114.24,114.84,100.00
0,the,114.96,115.17,100.00
0,initial,115.17,115.56,100.00
0,mass,115.56,115.95,100.00
0,function,115.95,116.43,100.00
0,apparently,116.58,117.18,100.00
0,regardless,117.18,117.78,100.00
0,of,117.78,117.87,100.00
0,the,117.87,117.99,100.00
0,initial,117.99,118.44,100.00
0,conditions,118.44,119.22,100.00
0,a,119.55,119.7,100.00
0,deeper,119.7,120.18,100.00
0,understanding,120.21,120.96,100.00
0,of,120.99,121.11,56.12
0,the,121.11,121.2,100.00
0,formation,121.2,121.95,100.00
0,of,121.98,122.19,100.00
0,stars,122.19,122.73,100.00
0,and,122.73,122.85,100.00
0,planets,122.85,123.36,100.00
0,is,123.36,123.57,85.60
0,needed,123.57,124.02,100.00
0,amateur,124.41,124.92,100.00
0,astronomers,124.92,125.79,100.00
0,continue,125.79,126.39,100.00
0,to,126.39,126.54,100.00
0,make,126.54,126.78,100.00
0,scientific,126.78,127.5,100.00
0,contributions,127.5,128.34,100.00
0,to,128.34,128.43,100.00
0,the,128.43,128.55,100.00
0,field,128.55,129.0,100.00
0,of,129.03,129.15,100.00
0,astronomy,129.15,129.78,100.00
0,and,129.78,130.08,100.00
0,it,130.08,130.2,100.00
0,is,130.2,130.38,100.00
0,one,130.38,130.71,100.00
0,of,130.74,130.89,100.00
0,the,130.89,130.98,100.00
0,few,130.98,131.25,100.00
0,scientific,131.25,131.88,100.00
0,disciplines,131.88,132.51,100.00
0,where,132.51,132.78,100.00
0,amateurs,132.78,133.35,100.00
0,can,133.35,133.53,100.00
0,still,133.53,133.83,100.00
0,make,133.83,134.1,100.00
0,significant,134.1,134.79,100.00
0,contributions,134.79,135.81,100.00
1,a,0.06,0.18,100.00
1,white,0.18,0.45,100.00
1,dwarf,0.45,1.02,100.00
1,also,1.11,1.59,100.00
1,called,1.59,1.92,100.00
1,a,1.92,1.98,100.00
1,degenerate,1.98,2.52,100.00
1,dwarf,2.55,3.18,100.00
1,is,3.33,3.54,100.00
1,a,3.54,3.6,100.00
1,stellar,3.6,3.99,100.00
1,core,4.02,4.23,100.00
1,remnant,4.23,4.68,100.00
1,composed,4.68,5.19,100.00
1,mostly,5.19,5.67,100.00
1,of,5.7,5.88,100.00
1,electron,5.88,6.51,100.00
1,degenerate,6.51,7.2,100.00
1,matter,7.2,7.68,100.00
1,a,8.04,8.19,100.00
1,white,8.19,8.43,100.00
1,dwarf,8.46,8.91,100.00
1,is,8.91,9.03,100.00
1,very,9.03,9.36,100.00
1,dense,9.36,9.84,100.00
1,it's,9.96,10.23,90.31
1,mass,10.23,10.59,100.00
1,is,10.62,10.77,100.00
1,comparable,10.77,11.52,100.00
1,to,11.52,11.67,100.00
1,that,11.67,11.88,100.00
1,of,11.88,12.0,100.00
1,the,12.0,12.09,100.00
1,sun,12.09,12.54,100.00
1,while,12.66,13.05,100.00
1,it's,13.08,13.32,94.00
1,volume,13.32,13.77,100.00
1,is,13.77,13.98,100.00
1,comparable,13.98,14.76,100.00
1,to,14.76,14.91,100.00
1,that,14.91,15.09,100.00
1,of,15.09,15.21,100.00
1,earth,15.21,15.63,100.00
1,a,15.99,16.14,100.00
1,white,16.14,16.41,100.00
1,dwarfs,16.44,16.95,100.00
1,faint,16.98,17.34,100.00
1,luminosity,17.37,18.18,100.00
1,comes,18.18,18.51,100.00
1,from,18.51,18.66,100.00
1,the,18.66,18.78,100.00
1,emission,18.78,19.2,100.00
1,of,19.23,19.38,100.00
1,residual,19.38,19.95,100.00
1,third,19.95,20.16,62.93
1,mold,20.16,20.37,44.28
1,energy,20.39,20.94,100.00
1,no,21.09,21.36,94.15
1,fusion,21.36,21.78,100.00
1,takes,21.78,22.14,100.00
1,place,22.14,22.53,100.00
1,in,22.53,22.62,100.00
1,a,22.62,22.68,100.00
1,white,22.68,23.07,100.00
1,dwarf,23.07,23.67,100.00
1,the,24.06,24.21,100.00
1,nearest,24.21,24.63,100.00
1,known,24.63,24.99,100.00
1,white,24.99,25.29,100.00
1,dwarf,25.32,25.77,100.00
1,is,25.77,25.89,100.00
1,sirius,25.89,26.43,96.78
1,be,26.46,26.94,100.00
1,at,27.06,27.3,100.00
1,eight,27.33,27.57,100.00
1,point,27.57,27.9,100.00
1,six,27.9,28.26,100.00
1,light,28.26,28.5,100.00
1,years,28.5,28.98,100.00
1,the,29.13,29.28,100.00
1,smaller,29.28,29.67,100.00
1,component,29.67,30.27,100.00
1,of,30.27,30.39,100.00
1,the,30.39,30.51,100.00
1,serious,30.51,31.02,100.00
1,binary,31.02,31.59,100.00
1,star,31.59,32.16,100.00
1,there,32.55,32.76,100.00
1,are,32.76,32.85,100.00
1,currently,32.85,33.36,100.00
1,thought,33.36,33.75,100.00
1,to,33.75,33.87,100.00
1,be,33.87,34.05,100.00
1,eight,34.08,34.32,93.89
1,white,34.32,34.59,100.00
1,dwarfs,34.62,35.16,100.00
1,among,35.19,35.55,100.00
1,the,35.55,35.66,92.35
1,hundred,35.69,36.03,100.00
1,star,36.03,36.39,100.00
1,systems,36.39,36.93,100.00
1,nearest,36.93,37.32,100.00
1,the,37.32,37.38,100.00
1,sun,37.38,37.89,100.00
1,the,38.28,38.49,100.00
1,unusual,38.49,39.15,100.00
1,faintness,39.18,39.63,100.00
1,of,39.66,39.84,100.00
1,white,39.84,40.23,94.71
1,dwarves,40.32,40.8,100.00
1,was,40.8,41.01,100.00
1,first,41.01,41.4,100.00
1,recognized,41.4,42.09,100.00
1,in,42.09,42.21,94.27
1,nineteen,42.21,42.72,100.00
1,ten,42.72,43.2,100.00
1,the,43.59,43.74,100.00
1,name,43.74,44.1,100.00
1,white,44.1,44.34,100.00
1,dwarf,44.37,44.82,100.00
1,was,44.85,45.06,100.00
1,coined,45.06,45.39,100.00
1,by,45.39,45.63,100.00
1,william,45.63,45.99,93.87
1,law,45.99,46.23,95.88
1,eitan,46.26,46.65,57.57
1,and,46.68,46.86,100.00
1,nineteen,46.86,47.31,100.00
1,twenty,47.31,47.64,100.00
1,two,47.64,48.06,100.00
1,white,48.42,48.81,100.00
1,dwarfs,48.84,49.35,100.00
1,are,49.35,49.53,100.00
1,thought,49.53,49.86,100.00
1,to,49.86,49.98,100.00
1,be,49.98,50.16,100.00
1,the,50.16,50.25,100.00
1,final,50.25,50.7,100.00
1,evolutionary,50.7,51.42,100.00
1,state,51.42,51.78,88.84
1,of,51.78,51.9,100.00
1,stars,51.9,52.38,100.00
1,whose,52.38,52.62,100.00
1,mass,52.62,52.98,100.00
1,is,52.98,53.13,100.00
1,not,53.13,53.4,100.00
1,high,53.4,53.64,100.00
1,enough,53.64,53.91,100.00
1,to,53.91,54.03,100.00
1,become,54.03,54.48,100.00
1,a,54.48,54.54,100.00
1,neutron,54.54,55.02,100.00
1,star,55.02,55.53,100.00
1,or,55.53,55.71,100.00
1,a,55.71,55.77,100.00
1,black,55.77,56.1,100.00
1,hole,56.1,56.52,100.00
1,this,56.91,57.18,100.00
1,includes,57.18,57.66,100.00
1,over,57.66,57.96,100.00
1,ninety,57.96,58.38,100.00
1,seven,58.38,58.8,100.00
1,percent,58.8,59.34,100.00
1,of,59.37,59.52,100.00
1,the,59.52,59.67,100.00
1,other,59.67,59.91,100.00
1,stars,59.91,60.42,100.00
1,and,60.48,60.65,67.46
1,the,60.65,60.75,100.00
1,milky,60.75,61.2,100.00
1,way,61.2,61.59,100.00
1,usually,61.95,62.73,100.00
1,white,62.85,63.21,100.00
1,dwarfs,63.24,63.78,100.00
1,are,63.78,63.99,100.00
1,composed,63.99,64.53,100.00
1,of,64.53,64.65,100.00
1,carbon,64.65,65.07,100.00
1,and,65.1,65.4,100.00
1,oxygen,65.4,66.06,100.00
1,seal,66.15,66.63,55.45
1,white,66.63,66.96,100.00
1,dwarf,66.96,67.56,100.00
1,if,67.92,68.13,100.00
1,the,68.13,68.25,100.00
1,mass,68.25,68.58,100.00
1,of,68.58,68.67,100.00
1,the,68.67,68.79,100.00
1,progenitor,68.79,69.51,100.00
1,is,69.54,69.75,100.00
1,between,69.75,70.14,100.00
1,eight,70.14,70.32,100.00
1,and,70.32,70.5,100.00
1,ten,70.5,70.74,100.00
1,point,70.74,71.07,100.00
1,five,71.1,71.4,100.00
1,solar,71.4,71.76,100.00
1,masses,71.76,72.36,100.00
1,and,72.48,72.78,100.00
1,kama,72.78,73.2,42.36
1,the,73.23,73.35,96.01
1,core,73.35,73.62,100.00
1,temperature,73.65,74.22,100.00
1,will,74.25,74.43,100.00
1,be,74.43,74.58,100.00
1,sufficient,74.58,75.12,100.00
1,to,75.12,75.27,100.00
1,fuse,75.27,75.6,100.00
1,carbon,75.6,76.05,100.00
1,but,76.05,76.23,100.00
1,not,76.23,76.53,100.00
1,neon,76.56,77.1,100.00
1,in,77.22,77.43,100.00
1,which,77.43,77.67,100.00
1,case,77.67,78.09,100.00
1,and,78.09,78.21,100.00
1,knox,78.21,78.54,51.66
1,edge,78.54,78.69,78.45
1,and,78.69,78.78,48.94
1,neon,78.78,79.17,93.73
1,magnesium,79.17,79.86,100.00
1,white,79.86,80.13,100.00
1,dwarf,80.16,80.64,100.00
1,may,80.64,80.79,100.00
1,form,80.79,81.3,100.00
1,stars,81.69,82.17,100.00
1,are,82.17,82.23,51.65
1,very,82.26,82.56,100.00
1,low,82.56,82.77,100.00
1,mass,82.77,83.1,100.00
1,will,83.1,83.25,100.00
1,be,83.25,83.37,100.00
1,unable,83.37,83.76,100.00
1,to,83.76,83.91,100.00
1,fuse,83.91,84.21,100.00
1,helium,84.21,84.75,100.00
1,hence,84.87,85.32,98.71
1,a,85.41,85.59,100.00
1,helium,85.59,86.07,100.00
1,white,86.07,86.31,100.00
1,dwarf,86.31,86.91,100.00
1,the,87.27,87.42,100.00
1,material,87.42,88.02,100.00
1,in,88.05,88.2,86.58
1,a,88.2,88.26,100.00
1,white,88.26,88.65,100.00
1,dwarf,88.68,89.16,100.00
1,no,89.16,89.37,100.00
1,longer,89.37,89.88,100.00
1,undergoes,89.91,90.69,100.00
1,fusion,90.69,91.08,100.00
1,reactions,91.08,91.83,100.00
1,so,91.95,92.19,100.00
1,the,92.19,92.31,100.00
1,star,92.31,92.7,100.00
1,has,92.7,92.97,100.00
1,no,92.97,93.21,100.00
1,source,93.21,93.6,100.00
1,of,93.6,93.75,100.00
1,energy,93.75,94.29,100.00
1,as,94.68,94.98,100.00
1,a,94.98,95.04,100.00
1,result,95.04,95.58,100.00
1,it,95.73,95.94,100.00
1,cannot,95.94,96.3,100.00
1,support,96.3,96.78,100.00
1,itself,96.81,97.32,100.00
1,by,97.32,97.5,100.00
1,the,97.5,97.62,100.00
1,heat,97.62,97.95,100.00
1,generated,97.98,98.58,100.00
1,by,98.58,98.79,100.00
1,fusion,98.79,99.27,100.00
1,against,99.27,99.66,100.00
1,gravitational,99.69,100.5,100.00
1,collapse,100.5,100.8,100.00
1,apps,100.8,101.1,55.69
1,but,101.22,101.46,100.00
1,is,101.49,101.73,100.00
1,supported,101.73,102.27,100.00
1,only,102.3,102.66,100.00
1,by,102.66,102.9,100.00
1,electron,102.9,103.47,100.00
1,degeneracy,103.5,104.25,100.00
1,pressure,104.25,104.76,100.00
1,causing,104.88,105.36,100.00
1,it,105.36,105.51,100.00
1,to,105.51,105.63,100.00
1,be,105.63,105.72,100.00
1,extremely,105.72,106.29,100.00
1,dance,106.29,106.68,67.04
1,the,107.07,107.19,100.00
1,physics,107.19,107.64,100.00
1,of,107.67,107.82,100.00
1,degeneracy,107.82,108.51,100.00
1,yields,108.51,108.9,100.00
1,a,108.9,108.99,87.78
1,maximum,108.99,109.62,100.00
1,mass,109.62,109.95,100.00
1,for,109.95,110.13,100.00
1,a,110.13,110.19,100.00
1,non-rotating,110.19,110.97,100.00
1,white,110.97,111.24,100.00
1,dwarf,111.27,111.87,100.00
1,the,112.02,112.17,100.00
1,chondrus,112.17,112.64,56.00
1,sacre,112.64,113.07,77.10
1,limit,113.07,113.43,100.00
1,approximately,113.52,114.39,100.00
1,one,114.39,114.72,100.00
1,point,114.72,115.08,100.00
1,four,115.08,115.38,100.00
1,four,115.38,115.65,100.00
1,times,115.65,116.01,100.00
1,them,116.01,116.25,59.00
1,beyond,116.25,116.7,100.00
1,which,116.7,116.94,100.00
1,it,116.94,117.06,100.00
1,cannot,117.06,117.39,100.00
1,be,117.39,117.54,100.00
1,supported,117.54,118.08,100.00
1,by,118.08,118.26,100.00
1,electron,118.26,118.83,100.00
1,degeneracy,118.83,119.52,100.00
1,pressure,119.52,120.06,100.00
1,a,120.42,120.57,100.00
1,white,120.57,120.84,100.00
1,dwarf,120.96,121.29,100.00
1,is,121.32,121.53,100.00
1,very,121.53,121.83,100.00
1,hot,121.83,122.13,100.00
1,when,122.13,122.34,100.00
1,it,122.34,122.46,100.00
1,forms,122.46,123.06,100.00
1,but,123.12,123.39,100.00
1,because,123.39,123.81,100.00
1,it,123.81,123.9,100.00
1,has,123.9,124.14,100.00
1,no,124.14,124.35,100.00
1,source,124.35,124.77,100.00
1,of,124.77,124.92,100.00
1,energy,124.92,125.46,100.00
1,it,125.58,125.79,100.00
1,will,125.79,125.91,100.00
1,gradually,125.91,126.45,100.00
1,cool,126.45,126.78,100.00
1,as,126.78,126.9,100.00
1,it,126.9,127.02,100.00
1,radiates,127.02,127.59,73.63
1,it's,127.59,127.77,52.20
1,energy,127.77,128.22,100.00
1,away,128.22,128.67,100.00
1,this,129.06,129.36,100.00
1,means,129.36,129.75,100.00
1,that,129.75,129.99,100.00
1,it's,129.99,130.23,91.86
1,radiation,130.23,130.92,100.00
1,which,131.07,131.31,100.00
1,initially,131.31,131.82,100.00
1,has,131.82,132.06,100.00
1,a,132.06,132.12,100.00
1,high,132.12,132.36,100.00
1,color,132.36,132.69,100.00
1,temperature,132.69,133.35,100.00
1,will,133.44,133.65,100.00
1,last,133.65,134.07,100.00
1,and,134.07,134.18,69.12
1,and,134.18,134.37,100.00
1,reddened,134.37,134.73,100.00
1,with,134.73,134.94,100.00
1,time,134.94,135.42,100.00
1,over,135.81,136.2,100.00
1,a,136.2,136.29,100.00
1,very,136.29,136.62,100.00
1,long,136.62,136.89,100.00
1,time,136.89,137.4,100.00
1,a,137.49,137.64,100.00
1,white,137.64,137.91,100.00
1,dwarf,137.94,138.36,100.00
1,will,138.36,138.57,100.00
1,cool,138.57,138.93,100.00
1,and,138.93,139.08,100.00
1,it's,139.08,139.29,94.93
1,material,139.29,139.8,99.46
1,will,139.8,139.95,100.00
1,begin,139.95,140.37,100.00
1,to,140.37,140.52,100.00
1,crystallize,140.52,141.12,100.00
1,as,141.12,141.33,41.89
1,starting,141.45,141.99,100.00
1,with,141.99,142.14,100.00
1,the,142.14,142.23,99.77
1,core,142.23,142.74,94.02
1,the,143.13,143.25,100.00
1,star's,143.25,143.67,50.51
1,low,143.67,143.91,100.00
1,temperature,143.91,144.45,100.00
1,means,144.45,144.84,100.00
1,it,144.84,144.96,100.00
1,will,144.96,145.11,100.00
1,no,145.11,145.38,100.00
1,longer,145.38,145.77,100.00
1,amid,145.77,146.01,100.00
1,significant,146.01,146.7,100.00
1,heat,146.7,147.03,100.00
1,or,147.06,147.18,100.00
1,light,147.18,147.54,100.00
1,and,147.63,147.87,100.00
1,it,147.87,147.99,100.00
1,will,147.99,148.11,100.00
1,become,148.11,148.53,100.00
1,a,148.53,148.59,100.00
1,cold,148.59,148.89,100.00
1,black,148.89,149.31,100.00
1,dwarf,149.31,149.88,100.00
2,chimpanzees,0.09,1.02,100.00
2,are,1.02,1.2,100.00
2,great,1.2,1.56,100.00
2,apes,1.56,1.92,100.00
2,found,1.92,2.25,100.00
2,across,2.25,2.67,100.00
2,central,2.7,3.27,100.00
2,and,3.27,3.48,100.00
2,west,3.48,3.84,100.00
2,africa,3.84,4.53,100.00
2,along,4.92,5.43,100.00
2,with,5.43,5.64,100.00
2,bonobos,5.64,6.6,100.00
2,they,6.69,6.99,100.00
2,are,6.99,7.2,100.00
2,our,7.2,7.38,100.00
2,closest,7.38,7.92,100.00
2,living,7.95,8.31,100.00
2,relatives,8.31,9.12,100.00
2,sharing,9.24,9.72,100.00
2,ninety,9.72,10.17,100.00
2,eight,10.17,10.44,100.00
2,point,10.47,10.8,100.00
2,seven,10.8,11.19,100.00
2,percent,11.19,11.67,61.75
2,of,11.67,11.82,100.00
2,our,11.82,11.97,100.00
2,genetic,11.97,12.42,100.00
2,blueprint,12.45,13.14,100.00
2,humans,13.56,14.07,100.00
2,and,14.07,14.25,100.00
2,chimps,14.25,14.7,100.00
2,are,14.7,14.88,100.00
2,also,14.88,15.33,100.00
2,thought,15.33,15.63,100.00
2,to,15.63,15.75,100.00
2,share,15.75,16.14,100.00
2,a,16.14,16.2,100.00
2,common,16.2,16.65,100.00
2,ancestor,16.65,17.28,100.00
2,who,17.28,17.43,100.00
2,lived,17.43,17.73,100.00
2,some,17.73,18.03,100.00
2,seven,18.03,18.45,100.00
2,to,18.48,18.63,100.00
2,thirteen,18.63,19.2,100.00
2,million,19.2,19.59,100.00
2,years,19.59,19.92,100.00
2,ago,19.92,20.16,100.00
2,our,20.16,20.37,27.17
2,behavior,21.0,21.72,100.00
2,chimpanzees,22.38,23.31,100.00
2,are,23.31,23.49,100.00
2,highly,23.49,23.94,100.00
2,social,23.94,24.48,100.00
2,they,24.84,25.08,100.00
2,live,25.08,25.32,100.00
2,in,25.32,25.41,100.00
2,communities,25.41,26.1,100.00
2,of,26.1,26.28,100.00
2,several,26.28,26.67,100.00
2,dozen,26.67,27.03,100.00
2,animals,27.03,27.63,100.00
2,led,27.78,28.14,100.00
2,by,28.14,28.35,100.00
2,an,28.35,28.5,100.00
2,alpha,28.5,28.89,100.00
2,male,28.89,29.25,100.00
2,and,29.25,29.43,100.00
2,his,29.43,29.67,100.00
2,coalition,29.67,30.36,100.00
2,of,30.36,30.51,100.00
2,male,30.51,30.9,100.00
2,allies,30.9,31.65,100.00
2,research,32.01,32.64,100.00
2,has,32.64,32.79,100.00
2,shown,32.79,33.15,100.00
2,that,33.15,33.33,100.00
2,male,33.33,33.75,100.00
2,and,33.75,33.93,100.00
2,female,33.93,34.38,100.00
2,chimps,34.38,34.83,100.00
2,have,34.83,35.04,100.00
2,individual,35.04,35.73,100.00
2,personalities,35.73,36.78,100.00
2,with,36.87,37.14,100.00
2,females,37.14,37.65,100.00
2,being,37.65,38.01,100.00
2,more,38.01,38.31,100.00
2,trusting,38.31,38.82,100.00
2,and,38.82,39.0,100.00
2,timid,39.0,39.45,100.00
